Id,AnswerCount,Score,Ratio
56131,2,2,1.0
56137,2,2,1.0
56141,2,3,0.67
56151,3,1,3.0
56153,4,5,0.8
56161,2,5,0.4
56163,5,-2,-2.5
56168,0,6,0.0
56172,2,3,0.67
56174,1,7,0.14
56178,2,1,2.0
56180,1,0,1.0
56183,1,1,1.0
56185,1,0,1.0
56196,1,3,0.33
56198,1,5,0.2
56201,4,-4,-1.0
56202,1,2,0.5
56209,1,1,1.0
56211,1,0,1.0
56215,6,11,0.55
56216,1,1,1.0
56217,4,18,0.22
56218,3,0,3.0
56223,1,4,0.25
56228,1,1,1.0
56230,1,10,0.1
56245,1,1,1.0
56247,2,2,1.0
56251,3,5,0.6
56252,4,2,2.0
56258,1,9,0.11
56259,2,0,2.0
56261,2,5,0.4
56268,1,3,0.33
56277,1,1,1.0
56280,1,2,0.5
56285,1,3,0.33
56287,2,1,2.0
56290,2,10,0.2
56293,1,1,1.0
56298,2,2,1.0
56300,1,4,0.25
56302,2,4,0.5
56303,2,2,1.0
56311,1,0,1.0
56315,8,2,4.0
56326,5,11,0.45
56329,1,0,1.0
56335,1,1,1.0
56340,1,0,1.0
56341,1,3,0.33
56343,2,1,2.0
56345,3,5,0.6
56349,1,3,0.33
56353,3,9,0.33
56355,2,8,0.25
56361,1,1,1.0
56362,1,4,0.25
56366,7,9,0.78
56369,1,0,1.0
56373,1,0,1.0
56377,1,6,0.17
56378,1,4,0.25
56383,1,0,1.0
56386,1,0,1.0
56389,2,1,2.0
56391,1,1,1.0
56396,8,14,0.57
56406,1,10,0.1
56408,2,1,2.0
56414,4,5,0.8
56419,2,4,0.5
56420,1,0,1.0
56426,1,3,0.33
56427,1,6,0.17
56428,1,7,0.14
56431,2,0,2.0
56434,2,0,2.0
56442,1,3,0.33
56443,1,9,0.11
56447,2,1,2.0
56448,1,0,1.0
56452,1,12,0.08
56457,1,2,0.5
56461,4,4,1.0
56465,2,1,2.0
56469,5,12,0.42
56471,3,-2,-1.5
56474,3,2,1.5
56477,1,2,0.5
56480,3,6,0.5
56483,1,3,0.33
56484,1,4,0.25
56487,1,1,1.0
56492,1,1,1.0
56495,2,6,0.33
56499,1,6,0.17
56506,2,10,0.2
56511,3,4,0.75
56512,2,0,2.0
56513,2,5,0.4
56514,4,14,0.29
56515,1,2,0.5
56516,1,1,1.0
56522,2,1,2.0
56523,1,2,0.5
56535,1,0,1.0
56539,3,9,0.33
56541,5,8,0.62
56546,1,2,0.5
56550,2,-1,-2.0
56553,1,0,1.0
56556,3,9,0.33
56560,1,0,1.0
56565,2,3,0.67
56566,1,8,0.12
56569,3,-3,-1.0
56570,1,0,1.0
56575,2,11,0.18
56578,3,2,1.5
56579,2,0,2.0
56580,2,1,2.0
56590,3,3,1.0
56596,8,5,1.6
56604,1,5,0.2
56605,3,1,3.0
56608,3,1,3.0
56610,3,8,0.38
56614,1,2,0.5
56616,2,0,2.0
56620,2,4,0.5
56622,1,1,1.0
56623,1,2,0.5
56626,1,0,1.0
56629,1,0,1.0
56630,2,2,1.0
56638,1,0,1.0
56646,1,1,1.0
56657,2,0,2.0
56663,1,1,1.0
56669,11,14,0.79
56670,2,1,2.0
56674,2,0,2.0
56680,1,1,1.0
56681,1,2,0.5
56685,7,8,0.88
56696,1,0,1.0
56699,1,2,0.5
56703,1,0,1.0
56706,1,3,0.33
56712,8,30,0.27
56719,2,6,0.33
56724,6,3,2.0
56732,2,3,0.67
56743,1,0,1.0
56748,1,12,0.08
56763,1,1,1.0
56764,2,0,2.0
56769,1,2,0.5
56771,4,7,0.57
56775,1,5,0.2
56777,2,0,2.0
56780,1,2,0.5
56782,1,6,0.17
56784,1,5,0.2
56787,1,9,0.11
56788,6,12,0.5
56789,1,0,1.0
56796,2,1,2.0
56804,2,3,0.67
56808,1,3,0.33
56811,3,1,3.0
56813,1,0,1.0
56817,30,87,0.34
56840,1,2,0.5
56842,1,3,0.33
56845,1,0,1.0
56849,4,12,0.33
56853,2,4,0.5
56859,1,4,0.25
56861,1,0,1.0
56864,2,0,2.0
56868,2,0,2.0
56869,2,8,0.25
56870,1,3,0.33
56876,1,2,0.5
56882,2,5,0.4
56886,1,1,1.0
56889,1,2,0.5
56892,1,1,1.0
56895,2,11,0.18
56896,1,4,0.25
56897,5,8,0.62
56899,2,2,1.0
56901,2,3,0.67
56904,5,-2,-2.5
56915,2,-5,-0.4
56918,4,4,1.0
56922,4,5,0.8
56926,1,3,0.33
56930,1,7,0.14
56938,1,0,1.0
56939,2,0,2.0
56943,1,14,0.07
56945,1,3,0.33
56950,1,4,0.25
56956,2,1,2.0
56971,2,8,0.25
56976,1,3,0.33
56977,2,2,1.0
56979,1,0,1.0
56983,2,0,2.0
56993,2,4,0.5
56996,1,0,1.0
56998,2,1,2.0
57001,2,2,1.0
57006,1,1,1.0
57013,1,2,0.5
57014,2,2,1.0
57015,3,2,1.5
57019,4,17,0.24
57024,1,3,0.33
57025,1,0,1.0
57027,1,10,0.1
57030,1,3,0.33
57031,2,2,1.0
57040,1,10,0.1
57041,1,5,0.2
57042,1,3,0.33
57044,4,-4,-1.0
57048,1,8,0.12
57052,2,0,2.0
57054,1,8,0.12
57055,3,2,1.5
57058,3,-2,-1.5
57070,1,-4,-0.25
57071,1,2,0.5
57076,1,4,0.25
57078,1,10,0.1
57079,2,-6,-0.33
57081,3,16,0.19
57086,4,2,2.0
57087,4,-3,-1.33
57088,1,0,1.0
57099,1,1,1.0
57101,3,-6,-0.5
57102,5,3,1.67
57104,2,2,1.0
57111,2,-2,-1.0
57115,1,3,0.33
57116,1,0,1.0
57121,1,2,0.5
57122,3,2,1.5
57123,2,3,0.67
57125,1,1,1.0
57129,2,6,0.33
57131,2,4,0.5
57132,1,1,1.0
57136,1,5,0.2
57138,1,1,1.0
57140,2,7,0.29
57147,2,4,0.5
57155,3,6,0.5
57157,3,9,0.33
57158,1,3,0.33
57159,1,2,0.5
57161,2,0,2.0
57162,2,3,0.67
57163,1,0,1.0
57165,2,0,2.0
57169,2,3,0.67
57186,1,0,1.0
57187,2,3,0.67
57194,1,0,1.0
57196,1,3,0.33
57202,2,0,2.0
57203,2,5,0.4
57204,2,5,0.4
57209,1,2,0.5
57210,1,1,1.0
57222,1,2,0.5
57226,14,17,0.82
57232,2,13,0.15
57233,1,0,1.0
57235,1,1,1.0
57237,2,0,2.0
57244,1,3,0.33
57249,3,7,0.43
57255,2,0,2.0
57261,1,5,0.2
57265,3,2,1.5
57268,4,-13,-0.31
57272,5,4,1.25
57273,1,3,0.33
57277,2,2,1.0
57278,2,-5,-0.4
57286,1,7,0.14
57288,28,8,3.5
57293,1,9,0.11
57300,2,0,2.0
57302,1,0,1.0
57306,4,0,4.0
57315,1,7,0.14
57316,2,43,0.05
57318,1,4,0.25
57323,1,3,0.33
57324,1,2,0.5
57325,3,3,1.0
57330,3,4,0.75
57333,1,0,1.0
57334,2,2,1.0
57338,2,1,2.0
57340,1,-3,-0.33
57343,1,19,0.05
57344,3,4,0.75
57350,2,1,2.0
57353,2,2,1.0
57359,2,3,0.67
57363,5,3,1.67
57371,2,1,2.0
57374,1,1,1.0
57380,1,10,0.1
57382,1,0,1.0
57383,1,5,0.2
57388,2,6,0.33
57390,1,15,0.07
57392,2,0,2.0
57394,3,8,0.38
57395,3,4,0.75
57401,1,2,0.5
57405,2,0,2.0
57412,1,5,0.2
57421,1,5,0.2
57424,2,5,0.4
57426,1,2,0.5
57431,3,3,1.0
57435,1,2,0.5
57436,2,-4,-0.5
57439,3,2,1.5
57449,3,3,1.0
57455,1,0,1.0
57458,4,3,1.33
57462,1,2,0.5
57465,2,-5,-0.4
57466,2,3,0.67
57471,3,8,0.38
57472,2,1,2.0
57474,2,15,0.13
57476,1,4,0.25
57479,1,8,0.12
57480,2,0,2.0
57482,2,3,0.67
57489,1,4,0.25
57497,12,26,0.46
57507,2,5,0.4
57514,1,2,0.5
57515,1,3,0.33
57522,1,1,1.0
57528,1,0,1.0
57531,1,6,0.17
57532,1,1,1.0
57534,1,-1,-1.0
57536,2,9,0.22
57537,1,8,0.12
57540,3,0,3.0
57542,1,4,0.25
57558,2,1,2.0
57577,3,-1,-3.0
57583,1,0,1.0
57590,1,3,0.33
57591,1,1,1.0
57593,1,3,0.33
57594,1,10,0.1
57595,2,12,0.17
57596,1,-4,-0.25
57598,2,3,0.67
57606,1,0,1.0
57608,1,2,0.5
57613,2,2,1.0
57616,2,4,0.5
57621,1,0,1.0
57624,1,8,0.12
57626,2,0,2.0
57628,2,4,0.5
57633,1,0,1.0
57634,2,1,2.0
57637,4,3,1.33
57644,3,2,1.5
57645,1,0,1.0
57649,1,4,0.25
57651,2,7,0.29
57658,3,4,0.75
57660,1,3,0.33
57665,1,2,0.5
57668,1,3,0.33
57670,1,1,1.0
57673,1,14,0.07
57674,1,8,0.12
57682,2,12,0.17
57683,1,0,1.0
57687,2,1,2.0
57690,2,1,2.0
57692,2,5,0.4
57694,1,0,1.0
57696,1,3,0.33
57702,2,1,2.0
57707,1,0,1.0
57709,1,5,0.2
57710,1,0,1.0
57715,4,2,2.0
57722,3,3,1.0
57725,1,6,0.17
57735,1,4,0.25
57737,2,0,2.0
57743,2,4,0.5
57753,2,2,1.0
57761,1,10,0.1
57762,1,3,0.33
57764,4,7,0.57
57765,1,0,1.0
57767,2,0,2.0
57770,1,6,0.17
57775,3,0,3.0
57779,1,1,1.0
57782,2,3,0.67
57783,4,2,2.0
57790,4,1,4.0
57791,1,9,0.11
57792,3,-4,-0.75
57805,3,-9,-0.33
57806,2,-2,-1.0
57820,2,1,2.0
57824,1,4,0.25
57825,2,2,1.0
57830,2,1,2.0
57836,1,2,0.5
57839,4,3,1.33
57846,2,2,1.0
57847,2,0,2.0
57848,1,2,0.5
57850,4,-10,-0.4
57854,2,0,2.0
57855,6,16,0.38
57865,1,0,1.0
57867,1,2,0.5
57874,1,1,1.0
57875,1,1,1.0
57876,1,2,0.5
57881,4,1,4.0
57882,2,8,0.25
57889,2,1,2.0
57893,1,1,1.0
57901,1,0,1.0
57904,2,0,2.0
57908,1,0,1.0
57912,1,1,1.0
57914,1,0,1.0
57917,3,7,0.43
57924,3,4,0.75
57925,3,10,0.3
57928,4,8,0.5
57931,4,18,0.22
57935,1,0,1.0
57948,1,1,1.0
57951,2,10,0.2
57953,3,2,1.5
57959,2,12,0.17
57961,4,6,0.67
57968,1,2,0.5
57971,1,0,1.0
57978,1,2,0.5
57986,2,5,0.4
57987,3,0,3.0
57992,1,9,0.11
57993,2,5,0.4
57997,2,24,0.08
57998,1,0,1.0
58000,2,-5,-0.4
58002,4,14,0.29
58005,1,3,0.33
58006,3,3,1.0
58015,1,1,1.0
58017,1,0,1.0
58020,4,0,4.0
58021,1,1,1.0
58023,2,5,0.4
58024,1,0,1.0
58025,1,5,0.2
58032,1,3,0.33
58034,1,4,0.25
58036,3,10,0.3
58038,1,2,0.5
58039,2,3,0.67
58042,1,3,0.33
58046,2,-1,-2.0
58048,2,5,0.4
58050,1,1,1.0
58052,1,4,0.25
58053,2,3,0.67
58059,3,5,0.6
58062,1,0,1.0
58067,2,1,2.0
58073,1,1,1.0
58081,1,1,1.0
58083,1,4,0.25
58088,3,0,3.0
58090,4,0,4.0
58095,5,-3,-1.67
58102,3,-3,-1.0
58112,1,3,0.33
58114,1,0,1.0
58116,1,0,1.0
58117,2,0,2.0
58127,1,1,1.0
58129,1,1,1.0
58131,1,5,0.2
58133,2,1,2.0
58134,1,0,1.0
58138,2,0,2.0
58140,1,6,0.17
58142,3,8,0.38
58143,1,3,0.33
58145,1,1,1.0
58148,3,3,1.0
58149,1,1,1.0
58153,1,3,0.33
58159,3,11,0.27
58160,2,24,0.08
58163,2,5,0.4
58164,1,1,1.0
58167,1,7,0.14
58168,3,6,0.5
58175,1,8,0.12
58176,1,11,0.09
58178,1,1,1.0
58182,1,4,0.25
58184,1,4,0.25
58185,1,5,0.2
58191,0,0,0.0
58194,2,1,2.0
58197,2,3,0.67
58199,4,2,2.0
58201,1,5,0.2
58206,1,0,1.0
58208,3,2,1.5
58210,2,3,0.67
58215,2,-2,-1.0
58216,2,3,0.67
58219,2,3,0.67
58230,4,2,2.0
58237,1,2,0.5
58238,2,0,2.0
58241,1,4,0.25
58246,1,4,0.25
58256,2,4,0.5
58260,1,2,0.5
58264,2,0,2.0
58268,1,3,0.33
58270,1,13,0.08
58272,1,2,0.5
58277,1,3,0.33
58281,1,1,1.0
58282,1,4,0.25
58283,1,3,0.33
58284,1,6,0.17
58289,2,-4,-0.5
58293,2,0,2.0
58300,1,0,1.0
58301,3,2,1.5
58310,1,12,0.08
58313,2,0,2.0
58317,4,17,0.24
58318,1,2,0.5
58320,1,1,1.0
58325,1,5,0.2
58333,6,-8,-0.75
58336,1,5,0.2
58340,3,7,0.43
58348,1,8,0.12
58350,5,3,1.67
58360,3,2,1.5
58362,3,4,0.75
58369,2,8,0.25
58375,1,0,1.0
58380,1,1,1.0
58382,1,0,1.0
58384,2,1,2.0
58386,2,-1,-2.0
58389,3,3,1.0
58391,2,9,0.22
58394,1,1,1.0
58397,2,2,1.0
58402,4,8,0.5
58404,3,8,0.38
58407,2,3,0.67
58416,2,2,1.0
58421,2,1,2.0
58428,1,0,1.0
58433,3,-4,-0.75
58437,1,2,0.5
58440,3,3,1.0
58442,4,-5,-0.8
58444,1,0,1.0
58458,18,10,1.8
58467,1,7,0.14
58475,4,10,0.4
58476,3,2,1.5
58485,1,3,0.33
58486,3,4,0.75
58495,2,0,2.0
58496,2,-9,-0.22
58500,1,1,1.0
58503,3,6,0.5
58504,2,0,2.0
58507,1,17,0.06
58509,1,5,0.2
58512,2,6,0.33
58521,2,2,1.0
58533,3,2,1.5
58536,1,6,0.17
58541,2,1,2.0
58543,2,7,0.29
58545,5,6,0.83
58546,1,2,0.5
58558,1,1,1.0
58559,1,1,1.0
58560,1,0,1.0
58561,1,3,0.33
58565,1,1,1.0
58566,1,8,0.12
58573,1,0,1.0
58574,1,7,0.14
58578,6,3,2.0
58583,1,0,1.0
58587,1,23,0.04
58591,4,4,1.0
58594,2,1,2.0
58598,1,8,0.12
58599,3,1,3.0
58605,2,2,1.0
58609,2,3,0.67
58612,1,4,0.25
58615,1,1,1.0
58618,4,0,4.0
58626,1,4,0.25
58629,4,0,4.0
58634,2,3,0.67
58642,5,0,5.0
58644,1,0,1.0
58645,2,10,0.2
58647,6,-1,-6.0
58656,1,-2,-0.5
58657,5,-1,-5.0
58660,1,0,1.0
58668,4,5,0.8
58671,1,0,1.0
58673,2,1,2.0
58674,1,6,0.17
58683,1,0,1.0
58686,1,2,0.5
58687,1,2,0.5
58695,1,-1,-1.0
58697,2,0,2.0
58700,1,0,1.0
58702,1,0,1.0
58709,1,0,1.0
58712,2,4,0.5
58713,5,0,5.0
58719,1,0,1.0
58721,1,0,1.0
58728,7,12,0.58
58734,1,1,1.0
58739,1,10,0.1
58741,2,-5,-0.4
58746,2,0,2.0
58747,1,8,0.12
58751,4,8,0.5
58753,1,-2,-0.5
58758,1,1,1.0
58760,1,0,1.0
58762,1,0,1.0
58766,2,1,2.0
58767,1,0,1.0
58773,5,-3,-1.67
58779,3,5,0.6
58780,1,4,0.25
58782,1,2,0.5
58786,3,-2,-1.5
58788,2,-3,-0.67
58794,1,2,0.5
58796,1,3,0.33
58800,1,1,1.0
58802,2,-29,-0.07
58811,2,4,0.5
58815,1,4,0.25
58818,1,0,1.0
58823,1,-1,-1.0
58831,1,-1,-1.0
58833,3,1,3.0
58837,1,3,0.33
58842,3,0,3.0
58846,1,5,0.2
58847,2,2,1.0
58854,3,0,3.0
58859,4,4,1.0
58863,1,-1,-1.0
58865,3,7,0.43
58867,4,0,4.0
58873,1,1,1.0
58875,1,1,1.0
58881,1,4,0.25
58882,2,2,1.0
58885,1,6,0.17
58890,2,-8,-0.25
58895,3,0,3.0
58899,4,0,4.0
58909,1,1,1.0
58910,1,0,1.0
58915,3,5,0.6
58917,5,4,1.25
58918,2,0,2.0
58924,6,7,0.86
58931,8,11,0.73
58947,29,22,1.32
58979,1,3,0.33
58980,1,1,1.0
58982,5,3,1.67
58986,2,2,1.0
58992,1,2,0.5
58993,1,-1,-1.0
58994,5,-8,-0.62
59005,2,3,0.67
59012,2,-6,-0.33
59019,3,-2,-1.5
59041,4,-9,-0.44
59043,1,1,1.0
59046,1,4,0.25
59052,1,2,0.5
59057,1,1,1.0
59065,1,0,1.0
59069,2,1,2.0
59072,3,0,3.0
59077,4,8,0.5
59080,2,-2,-1.0
59084,7,29,0.24
59085,2,16,0.12
59096,3,0,3.0
59097,3,-2,-1.5
59104,2,4,0.5
59109,1,3,0.33
59116,4,-2,-2.0
59123,1,6,0.17
59127,2,1,2.0
59134,1,2,0.5
59140,1,0,1.0
59144,2,-1,-2.0
59145,1,3,0.33
59147,3,2,1.5
59152,1,0,1.0
59154,1,3,0.33
59156,1,4,0.25
59159,1,2,0.5
59162,6,13,0.46
59172,1,3,0.33
59175,2,0,2.0
59183,1,3,0.33
59184,1,3,0.33
59187,1,1,1.0
59188,1,4,0.25
59189,5,-8,-0.62
59206,1,3,0.33
59208,1,0,1.0
59214,1,3,0.33
59215,1,3,0.33
59219,3,3,1.0
59222,1,4,0.25
59230,1,2,0.5
59232,0,1,0.0
59235,7,5,1.4
59236,1,3,0.33
59240,1,0,1.0
59247,2,-1,-2.0
59250,2,1,2.0
59255,1,1,1.0
59256,2,5,0.4
59261,1,4,0.25
59262,2,0,2.0
59266,1,-2,-0.5
59267,1,2,0.5
59269,1,1,1.0
59270,2,2,1.0
59276,1,4,0.25
59278,1,2,0.5
59279,1,2,0.5
59282,1,-8,-0.12
59285,4,10,0.4
59288,1,2,0.5
59293,2,2,1.0
59298,3,-5,-0.6
59300,1,1,1.0
59303,1,1,1.0
59306,1,1,1.0
59307,3,6,0.5
59308,1,6,0.17
59309,3,1,3.0
59312,2,2,1.0
59317,6,-4,-1.5
59324,1,3,0.33
59325,1,-2,-0.5
59329,1,4,0.25
59330,2,-1,-2.0
59331,2,1,2.0
59333,3,6,0.5
59337,1,-4,-0.25
59341,1,0,1.0
59345,2,3,0.67
59355,1,0,1.0
59357,0,1,0.0
59358,1,0,1.0
59362,2,1,2.0
59365,1,1,1.0
59369,8,6,1.33
59375,1,0,1.0
59382,2,2,1.0
59385,1,0,1.0
59386,1,1,1.0
59391,3,-1,-3.0
59395,2,1,2.0
59399,1,1,1.0
59401,1,3,0.33
59402,1,3,0.33
59408,2,0,2.0
59409,1,3,0.33
59412,1,0,1.0
59413,1,2,0.5
59415,2,5,0.4
59416,1,0,1.0
59421,1,2,0.5
59426,1,0,1.0
59428,2,1,2.0
59435,2,0,2.0
59439,1,0,1.0
59445,1,46,0.02
59448,1,1,1.0
59452,1,6,0.17
59454,1,-12,-0.08
59460,2,-9,-0.22
59466,3,1,3.0
59474,1,3,0.33
59476,2,8,0.25
59480,1,6,0.17
59482,2,1,2.0
59483,3,5,0.6
59487,2,0,2.0
59488,2,8,0.25
59492,1,11,0.09
59493,1,4,0.25
59494,2,2,1.0
59502,1,2,0.5
59503,1,5,0.2
59511,1,2,0.5
59517,6,0,6.0
59519,1,-4,-0.25
59528,1,1,1.0
59531,1,1,1.0
59536,6,5,1.2
59548,3,0,3.0
59554,1,4,0.25
59556,1,15,0.07
59557,2,17,0.12
59563,1,0,1.0
59564,3,30,0.1
59569,1,6,0.17
59578,2,-3,-0.67
59582,1,0,1.0
59587,1,-7,-0.14
59588,1,0,1.0
59591,1,0,1.0
59592,2,1,2.0
59594,1,8,0.12
59595,1,1,1.0
59597,2,20,0.1
59601,3,8,0.38
59602,1,1,1.0
59604,4,1,4.0
59612,1,8,0.12
59653,1,1,1.0
59655,4,3,1.33
59661,1,0,1.0
59663,1,1,1.0
59668,1,5,0.2
59672,1,4,0.25
59674,1,13,0.08
59677,2,0,2.0
59681,2,8,0.25
59686,2,5,0.4
59692,2,0,2.0
59695,3,2,1.5
59696,1,3,0.33
59697,1,3,0.33
59699,1,0,1.0
59700,2,0,2.0
59708,1,1,1.0
59710,1,0,1.0
59712,1,2,0.5
59713,1,4,0.25
59716,1,10,0.1
59721,1,1,1.0
59725,1,4,0.25
59728,3,5,0.6
59732,2,0,2.0
59735,2,-1,-2.0
59736,1,-5,-0.2
59737,1,0,1.0
59746,1,1,1.0
59748,1,6,0.17
59749,1,0,1.0
59753,3,4,0.75
59756,1,1,1.0
59757,3,0,3.0
59759,2,0,2.0
59760,4,24,0.17
59766,3,1,3.0
59771,2,2,1.0
59773,2,-2,-1.0
59782,1,3,0.33
59785,2,1,2.0
59788,2,0,2.0
59793,1,10,0.1
59796,1,2,0.5
59803,8,5,1.6
59806,3,-23,-0.13
59811,3,5,0.6
59814,1,0,1.0
59821,2,2,1.0
59825,1,2,0.5
59826,1,7,0.14
59828,9,17,0.53
59848,2,-2,-1.0
59849,1,1,1.0
59854,1,1,1.0
59858,1,1,1.0
59863,5,0,5.0
59867,1,0,1.0
59871,2,4,0.5
59884,1,2,0.5
59886,1,2,0.5
59887,1,5,0.2
59888,2,-2,-1.0
59889,2,1,2.0
59892,3,7,0.43
59894,5,3,1.67
59900,2,2,1.0
59902,2,2,1.0
59905,2,1,2.0
59907,3,1,3.0
59908,1,1,1.0
59909,1,1,1.0
59910,2,28,0.07
59919,1,7,0.14
59927,1,-1,-1.0
59929,1,5,0.2
59930,1,4,0.25
59934,1,2,0.5
59939,4,7,0.57
59944,2,-5,-0.4
59951,2,1,2.0
59959,1,10,0.1
59962,5,14,0.36
59967,1,0,1.0
59968,1,0,1.0
59970,1,0,1.0
59972,1,0,1.0
59973,4,2,2.0
59977,4,3,1.33
59979,1,0,1.0
59986,1,1,1.0
59991,6,2,3.0
59998,4,0,4.0
60000,2,0,2.0
60005,1,1,1.0
60006,1,3,0.33
60017,2,2,1.0
60024,2,0,2.0
60029,1,0,1.0
60030,5,-8,-0.62
60031,1,3,0.33
60033,1,1,1.0
60035,2,0,2.0
60042,2,11,0.18
60043,2,-1,-2.0
60046,2,1,2.0
60053,2,4,0.5
60057,4,3,1.33
60070,10,12,0.83
60081,1,5,0.2
60086,1,0,1.0
60088,1,2,0.5
60092,1,1,1.0
60093,2,2,1.0
60100,1,3,0.33
60108,1,10,0.1
60112,1,-1,-1.0
60116,4,1,4.0
60118,1,2,0.5
60120,2,1,2.0
60129,1,-4,-0.25
60132,2,3,0.67
60137,2,8,0.25
60143,1,1,1.0
60145,1,0,1.0
60147,1,0,1.0
60150,2,-4,-0.5
60153,4,0,4.0
60154,2,-13,-0.15
60162,1,5,0.2
60163,2,-1,-2.0
60166,5,2,2.5
60168,2,8,0.25
60177,2,0,2.0
60179,2,0,2.0
60185,2,-3,-0.67
60186,2,4,0.5
60188,1,1,1.0
60189,1,2,0.5
60190,2,7,0.29
60191,1,2,0.5
60194,1,4,0.25
60197,1,0,1.0
60201,2,6,0.33
60204,1,3,0.33
60206,1,4,0.25
60211,1,9,0.11
60212,2,-8,-0.25
60216,1,4,0.25
60227,5,24,0.21
60229,2,-1,-2.0
60230,2,-7,-0.29
60235,4,3,1.33
60238,1,4,0.25
60240,2,3,0.67
60242,5,-2,-2.5
60250,1,1,1.0
60251,1,2,0.5
60253,1,0,1.0
60256,1,0,1.0
60260,1,1,1.0
60262,3,5,0.6
60266,2,5,0.4
60269,2,2,1.0
60282,1,0,1.0
60286,3,0,3.0
60291,1,0,1.0
60295,1,2,0.5
60297,4,14,0.29
60298,2,1,2.0
60309,1,0,1.0
60316,1,3,0.33
60318,2,11,0.18
60327,1,1,1.0
60330,1,2,0.5
60334,2,3,0.67
60338,1,4,0.25
60340,2,1,2.0
60342,4,1,4.0
60343,3,8,0.38
60350,2,4,0.5
60356,2,0,2.0
60359,1,4,0.25
60365,1,1,1.0
60370,7,5,1.4
60381,1,0,1.0
60382,1,0,1.0
60386,3,1,3.0
60391,3,1,3.0
60396,2,3,0.67
60397,2,3,0.67
60401,2,1,2.0
60403,1,0,1.0
60407,1,3,0.33
60410,2,1,2.0
60415,3,3,1.0
60417,3,4,0.75
60420,1,3,0.33
60421,5,-4,-1.25
60422,8,16,0.5
60425,1,5,0.2
60431,1,4,0.25
60432,1,5,0.2
60434,6,4,1.5
60441,2,0,2.0
60445,7,4,1.75
60453,1,4,0.25
60455,5,2,2.5
60461,2,-2,-1.0
60462,5,3,1.67
60468,3,5,0.6
60472,1,0,1.0
60482,1,5,0.2
60485,1,6,0.17
60487,2,1,2.0
60492,1,2,0.5
60494,2,3,0.67
60505,2,0,2.0
60508,1,-1,-1.0
60511,3,-1,-3.0
60515,1,1,1.0
60521,3,-5,-0.6
60524,1,1,1.0
60533,2,-2,-1.0
60538,2,2,1.0
60539,0,1,0.0
60541,2,0,2.0
60544,2,0,2.0
60547,1,7,0.14
60552,1,2,0.5
60556,1,1,1.0
60557,1,7,0.14
60562,1,-2,-0.5
60563,1,-4,-0.25
60570,1,4,0.25
60573,1,3,0.33
60576,2,5,0.4
60579,2,3,0.67
60580,3,2,1.5
60582,1,17,0.06
60587,1,1,1.0
60588,1,3,0.33
60592,1,5,0.2
60593,1,0,1.0
60594,1,1,1.0
60597,6,18,0.33
60599,0,2,0.0
60602,2,18,0.11
60605,3,-9,-0.33
60608,3,2,1.5
60617,1,1,1.0
60618,9,3,3.0
60623,2,8,0.25
60632,2,6,0.33
60633,2,1,2.0
60637,1,0,1.0
60643,2,0,2.0
60644,3,31,0.1
60646,2,17,0.12
60648,1,6,0.17
60650,3,16,0.19
60654,1,0,1.0
60656,1,5,0.2
60660,5,7,0.71
60666,2,1,2.0
60672,1,2,0.5
60674,2,11,0.18
60677,2,-2,-1.0
60680,1,1,1.0
60681,1,0,1.0
60684,2,13,0.15
60693,2,2,1.0
60697,3,0,3.0
60707,1,-1,-1.0
60710,1,1,1.0
60714,2,1,2.0
60717,2,3,0.67
60724,3,0,3.0
60729,2,4,0.5
60731,2,8,0.25
60732,4,4,1.0
60741,1,1,1.0
60742,4,10,0.4
60756,1,3,0.33
60758,3,4,0.75
60766,8,-4,-2.0
60767,1,4,0.25
60772,1,4,0.25
60777,2,2,1.0
60779,1,1,1.0
60783,2,0,2.0
60791,1,1,1.0
60803,1,1,1.0
60806,1,1,1.0
60810,3,4,0.75
60814,1,8,0.12
60816,2,0,2.0
60824,3,5,0.6
60827,1,3,0.33
60828,1,3,0.33
60830,1,1,1.0
60833,2,0,2.0
60838,1,2,0.5
60848,1,3,0.33
60852,5,2,2.5
60857,1,4,0.25
60859,3,2,1.5
60874,1,1,1.0
60876,2,2,1.0
60877,2,6,0.33
60879,1,0,1.0
60882,1,9,0.11
60883,1,5,0.2
60886,1,1,1.0
60889,2,6,0.33
60891,1,5,0.2
60895,2,5,0.4
60901,1,13,0.08
60902,1,8,0.12
60906,2,8,0.25
60907,1,7,0.14
60917,6,0,6.0
60923,2,7,0.29
60926,3,2,1.5
60930,3,10,0.3
60938,4,-3,-1.33
60945,1,3,0.33
60948,0,0,0.0
60955,1,2,0.5
60957,2,3,0.67
60960,1,2,0.5
60964,2,2,1.0
60969,1,0,1.0
60972,2,3,0.67
60974,2,3,0.67
60977,1,2,0.5
60980,2,1,2.0
60982,1,3,0.33
60984,1,0,1.0
60987,1,3,0.33
60989,1,1,1.0
60991,1,0,1.0
60993,1,2,0.5
60995,1,1,1.0
61000,1,1,1.0
61005,2,5,0.4
61007,3,1,3.0
61008,1,1,1.0
61010,1,1,1.0
61012,3,29,0.1
61016,2,0,2.0
61019,1,2,0.5
61021,2,2,1.0
61026,1,3,0.33
61031,2,2,1.0
61038,1,3,0.33
61039,14,12,1.17
61041,1,0,1.0
61049,1,1,1.0
61053,2,2,1.0
61054,1,2,0.5
61055,4,5,0.8
61063,1,8,0.12
61068,1,1,1.0
